股票代码,股票简称,行业概念,事件概念,交易概念
603605.SH,珀莱雅,"电子商务,化妆护肤品",,"MSCI,融资融券,转融券标的,富时罗素股,富时罗素,沪股通"
688696.SH,极米科技,消费电子,"百度,专精特新","融资融券,沪股通,转融券标的"
688330.SH,宏力达,智能电网,专精特新,"融资融券,转融券标的"
600885.SH,宏发股份,"电机电控,新能源汽车,新材料",特斯拉,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
688186.SH,广大特材,"大飞机,芯片,航空发动机,轨道交通,高铁,新材料,核电,风电","军工,专精特新","融资融券,转融券标的"
300394.SZ,天孚通信,"5G,光纤","宽带中国,华为,专精特新","融资融券,转融券标的,富时罗素股,深股通,富时罗素"
002837.SZ,英维克,"充电桩,轨道交通,储能,云计算,冷链物流,新能源物流车,数据中心,新能源汽车,通信基站","华为,军工",深股通
002831.SZ,裕同科技,"环保包装,以纸代塑,可降解塑料",,"MSCI,标普道琼斯A股,人民币贬值受益,富时罗素股,深股通,富时罗素"
603949.SH,雪龙集团,"新能源汽车,汽车热管理,节能环保,农机","乡村振兴,国六标准、国六排放、国六,军工,专精特新",
301153.SZ,中科江南,"移动支付,金融科技,数字货币,大数据,区块链,电子发票","数字乡村,地方国资改革,智慧政务,电子身份证,智慧城市,华为,蚂蚁金服","融资融券,注册制次新股,新股与次新股,转融券标的"
300994.SZ,久祺股份,"两轮车,体育产业,跨境电商","三胎,外贸受益","人民币贬值受益,融资融券,转融券标的"
688310.SH,迈得医疗,"机器人,医疗器械,高端装备,口罩",专精特新,"融资融券,转融券标的"
688677.SH,海泰新光,医疗器械,专精特新,"融资融券,转融券标的"
300642.SZ,透景生命,"医疗器械,体外诊断,抗癌,辅助生殖,分子诊断,基因测序","猴痘,新冠检测",
603801.SH,志邦家居,全屋定制,,"标普道琼斯A股,沪股通"
301257.SZ,普蕊斯,"创新药,肝炎","新冠治疗,辉瑞","融资融券,注册制次新股,新股与次新股,转融券标的"
300401.SZ,花园生物,维生素,专精特新,"融资融券,转融券标的,人民币贬值受益,富时罗素股,深股通,富时罗素"
301130.SZ,西点药业,"肝炎,乙肝治疗,中医药,生物医药","猴痘,三胎","融资融券,注册制次新股,新股与次新股,转融券标的"
300118.SZ,东方日升,"储能,多晶硅,HJT电池,分布式发电,光伏建筑一体化,能源互联网,太阳能,新能源,光伏,钙钛矿电池",华为,"融资融券,深股通,转融券标的"
605199.SH,葫芦娃,"中医药,幽门螺杆菌,肝炎,仿制药一致性评价,儿童医药医疗","三胎,医保目录,专精特新,流感",沪股通
300285.SZ,国瓷材料,"尾气治理,陶瓷电容,蓝宝石,新材料,牙科医疗,陶瓷产品,3D打印",国六标准、国六排放、国六,"MSCI,融资融券,转融券标的,富时罗素股,深股通,富时罗素"
605180.SH,华生科技,,露营经济,
688320.SH,禾川科技,"芯片,锂电池,智能制造,工业母机","工业4.0,专精特新","融资融券,新股与次新股,科创次新股,转融券标的"
603657.SH,春光科技,,"小米,专精特新",
600085.SH,同仁堂,"中医药,人参,超级品牌,冬虫夏草","地方国资改革,医保目录,大消费,流感,医疗改革","MSCI,融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,富时罗素,沪股通,证金持股"
603236.SH,移远通信,"物联网,车联网,5G",,"富时罗素,富时罗素股,沪股通,半年报预增"
600750.SH,江中药业,"白酒,冬虫夏草,保健品,中医药,高校","地方国资改革,医保目录,健康中国,抗艾滋病,医疗改革","标普道琼斯A股,融资融券,转融券标的,参股银行,沪股通,证金持股,央企控股"
002718.SZ,友邦吊顶,"精装修,智能家居","恒大,网红经济",半年报预增
603216.SH,梦天家居,"精装修,电子商务",恒大,"核准制次新股,新股与次新股,参股银行"
300532.SZ,今天国际,"数字孪生,工业互联网,智能物流,5G,机器视觉,机器人,区块链","统一大市场,比亚迪,华为,宁德时代,特斯拉",半年报预增
300604.SZ,长川科技,集成电路,专精特新,"MSCI,国家大基金持股,深股通"
688008.SH,澜起科技,"云计算,芯片,人工智能",中芯国际,"MSCI,融资融券,转融券标的,人民币贬值受益,富时罗素,沪股通"
301033.SZ,迈普医学,"医疗器械,医美,3D打印,牙科医疗",国产替代,"融资融券,转融券标的"
605300.SH,佳禾食品,代糖,大消费,
688321.SH,微芯生物,"创新药,生物医药,抗肿瘤",医保目录,"融资融券,转融券标的"
300690.SZ,双一科技,"新能源汽车,无人机,碳纤维,风电","军工,比亚迪",
002880.SZ,卫光生物,"血液制品,生物疫苗",地方国资改革,
300875.SZ,捷强装备,"核电,高端装备,核污染防治,体外诊断","军工,专精特新","融资融券,转融券标的"
605098.SH,行动教育,职业教育,,
871245.BJ,威博液压,,,新股与次新股
831167.BJ,鑫汇科,,专精特新,新股与次新股
300911.SZ,亿田智能,"家用电器,电子商务",,"融资融券,参股民营银行,转融券标的"
600597.SH,光明乳业,"超级品牌,冷链物流,乳业","新零售,地方国资改革,进口博览会,社区团购,三胎,两会,商品新零售","融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,富时罗素,沪股通"
688298.SH,东方生物,"肝炎,医疗器械,体外诊断","猴痘,新冠检测,流感","人民币贬值受益,融资融券,沪股通,转融券标的"
603727.SH,博迈科,"油气开采,天然气",俄乌冲突,人民币贬值受益
600552.SH,凯盛科技,"OLED,柔性屏,OLED材料,触摸屏,新材料,智能玻璃,玻璃,3D玻璃,无线充电","央企国资改革,华为,地方国资改革,中材系","融资融券,转融券标的"
688211.SH,中科微至,智能物流,,"融资融券,新股与次新股,转融券标的"
002861.SZ,瀛通通讯,"无线耳机,增强现实,无线充电,消费电子,智能穿戴","富士康,小米,苹果,华为",
000878.SZ,云南铜业,"铜冶炼,金属铜,黄金","央企国资改革,国家科技大会,地方国资改革,稀缺资源","融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,期货,深股通,富时罗素"
600998.SH,九州通,"互联网医疗,医疗器械,空气净化,冷链物流,医药电商","健康中国,辉瑞","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,优先股,富时罗素,沪股通"
301162.SZ,国能日新,"智能电网,储能,光伏,虚拟电厂,新能源,绿色电力,风电",专精特新,"融资融券,注册制次新股,新股与次新股,转融券标的"
301213.SZ,观想科技,"数字孪生,虚拟现实,第三代半导体,区块链,传感器","电子身份证,军工","融资融券,注册制次新股,新股与次新股,转融券标的"
002917.SZ,金奥博,"虚拟现实,民爆,工业互联网,机器人,服务机器人","一带一路,军工,军民融合",
300942.SZ,易瑞生物,"医疗器械,体外诊断","新冠检测,猴痘,流感,食品安全,专精特新","融资融券,深股通,转融券标的"
603458.SH,勘设股份,"ETC,充电桩",,
000026.SZ,飞亚达,"智能手表,仪电仪表,奢侈品,电子商务,智能穿戴","央企国资改革,军工,地方国资改革,中航系",
601886.SH,江河集团,"眼科医疗,绿色建筑,装配式建筑,光伏建筑一体化,建筑节能,医美","民营医院,恒大,冬奥会,蚂蚁金服,健康中国","融资融券,参股民营银行,转融券标的"
603967.SH,中创物流,"智能物流,冷链物流,航运",统一大市场,
603160.SH,汇顶科技,"芯片设计,无线耳机,芯片,指纹技术,人机交互,人脸识别,智能家居,集成电路,智能穿戴,AI芯片,物联网,MCU芯片,屏下指纹技术,全面屏,汽车芯片,人工智能","小米,华为,中芯国际","MSCI,融资融券,标普道琼斯A股,转融券标的,国家大基金持股,富时罗素股,富时罗素"
603087.SH,甘李药业,"医疗器械,抗肿瘤,创新药,生物医药,抗癌,干细胞,胰岛素",京东,"富时罗素,沪股通"
001207.SZ,联科科技,炭黑,,
839680.BJ,广道高新,大数据,,新股与次新股
300630.SZ,普利制药,仿制药一致性评价,"猴痘,宝能系","融资融券,转融券标的,富时罗素股,深股通,富时罗素"
300009.SZ,安科生物,"多肽药,医疗器械,细胞免疫治疗,抗肿瘤,体外诊断,生物医药,抗癌,辅助生殖,肝炎,单抗,基因测序","民营医院,西尼罗病毒,新冠检测,抗艾滋病,霍乱","融资融券,老字号,转融券标的,富时罗素股,深股通,富时罗素"
603648.SH,畅联股份,"医疗器械,冷链物流,换电,智能物流","苹果,统一大市场,地方国资改革",
603869.SH,新智认知,"人脑工程,航运,物联网,ETC,智能交通,大数据,旅游,人工智能","智慧城市,阅兵",
002106.SZ,莱宝高科,"消费电子,柔性屏,电子纸,触摸屏,WIN升级,汽车电子,新材料,智能终端,全息手机,太阳能,石墨烯,新能源汽车,光伏","小米,华为,联想,央企国资改革","人民币贬值受益,融资融券,深股通,转融券标的"
601899.SH,紫金矿业,"氢能源,盐湖提锂,金属锌,金属铜,钴,金属铅,铁矿石,稀有金属,锂矿,黄金,小金属","一带一路,地方国资改革,稀缺资源","MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,人民币贬值受益,富时罗素股,富时罗素,沪股通,证金持股"
000989.SZ,九芝堂,"干细胞,中医药,毛发医疗",医保目录,"融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,深股通,富时罗素"
003012.SZ,东鹏控股,"精装修,陶瓷产品",冬奥会,深股通
430418.BJ,苏轴股份,,地方国资改革,
603278.SH,大业股份,新能源,,
301067.SZ,显盈科技,"无人机,消费电子",大疆创新,"融资融券,注册制次新股,新股与次新股,转融券标的"
600135.SH,乐凯胶片,"医疗器械,柔性屏,锂电隔膜,锂电池,太阳能,光伏","央企国资改革,贸易战受益股,地方国资改革,航天系","融资融券,央企控股,转融券标的"
600487.SH,亨通光电,"太赫兹,量子科技,芯片,光纤,F5G,海工装备,海上风电,物联网,网络安全,光纤光缆,5G,大数据,能源互联网,新能源,特高压,风电","工业4.0,一带一路,海洋经济,智慧城市,华为,军工,宽带中国","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
002209.SZ,达意隆,"机器人,工业机器人,消毒剂,服务机器人",,壳资源
300407.SZ,凯发电气,"轨道交通,高铁,磁悬浮,铁路基建,垃圾分类","智慧城市,一带一路,专精特新",创业板重组松绑
600770.SH,综艺股份,"芯片设计,人工智能,芯片,TMT,太阳能,光伏,云计算,手机游戏,汽车芯片,新能源,金融IC,电子发票,电子商务,超级计算机","两会,国产替代","融资融券,参股新三板,创投,转融券标的"
300579.SZ,数字认证,"芯片设计,移动支付,芯片,密码安全管理,区块链储备,互联网彩票,知识产权保护,数据安全,网络安全,车联网,区块链","华为鲲鹏,数字中国,阿里巴巴,国产软件,智慧政务,冬奥会,华为,电子身份证,鸿蒙","送转填权,深股通"
603717.SH,天域生态,"猪肉,锂电池,六氟磷酸锂,园林开发,光伏","美丽中国,特色小镇,PPP",
603176.SH,汇通集团,"基建工程,水利","新型城镇化,乡村振兴,PPP","核准制次新股,新股与次新股"
002820.SZ,桂发祥,"休闲零食,电子商务","新零售,地方国资改革","老字号,参股新三板"
601969.SH,海南矿业,"油气开采,铁矿石,锂电池,天然气,锂电原料,电子商务,铀矿",,"融资融券,转融券标的"
605255.SH,天普股份,"燃料电池,新能源汽车,汽车热管理",,
601089.SH,福元医药,仿制药一致性评价,猴痘,"核准制次新股,新股与次新股"
688076.SH,诺泰生物,"多肽药,CRO,肝炎,生物医药","新冠治疗,流感","融资融券,转融券标的"
603855.SH,华荣股份,"太阳能,光伏",军工,
000705.SZ,浙江震元,"互联网医疗,冷链物流,中医药,幽门螺杆菌","京东,三胎,医保目录,地方国资改革",老字号
605167.SH,利柏特,"核电,固废处理,氢能源,智能制造",工业4.0,
300398.SZ,飞凯材料,"OLED,电子纸,OLED材料,光纤,光刻胶,集成电路,新材料","新冠治疗,中芯国际,宽带中国,辉瑞","融资融券,参股新三板,深股通,转融券标的"
300999.SZ,金龙鱼,"超级品牌,预制菜,调味品,食用油,白糖","冬奥会,大消费","MSCI,融资融券,深股通,转融券标的"
603486.SH,科沃斯,"家用电器,智能家居,机器人,服务机器人,人工智能",,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
002302.SZ,西部建设,"水泥,工程建材,3D打印,海绵城市","央企国资改革,一带一路,地方国资改革","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
600080.SH,金花股份,"多肽药,医疗器械,创新药,生物医药,抗癌,中医药",,
300316.SZ,晶盛机电,"培育钻石,碳化硅,TOPCON电池,蓝宝石,多晶硅,集成电路,第三代半导体,太阳能,机器人,新能源,硅晶圆,工业机器人,光伏",工业4.0,"MSCI,融资融券,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
600667.SH,太极实业,"内存,OLED,芯片,芯片制造,集成电路,芯片封装测试,光伏建筑一体化,数据中心","华为,地方国资改革","融资融券,标普道琼斯A股,转融券标的,国家大基金持股,富时罗素股,富时罗素,沪股通"
600073.SH,上海梅林,"预制菜,牛羊肉,猪肉","进口博览会,地方国资改革","融资融券,标普道琼斯A股,老字号,转融券标的,富时罗素股,富时罗素,沪股通"
002816.SZ,和科达,"污水处理,大数据,数据中心",,
600387.SH,ST海越,"液化气,燃料乙醇,丙烯,钒电池,透明工厂,甲乙酮,丙烷脱氢","海航系,地方国资改革","标普道琼斯A股,半年报预增,创投,股权转让,富时罗素股,ST板块,富时罗素"
000788.SZ,北大医药,"人脑工程,维生素,抗癌,冷链物流,盐野义,医药电商,仿制药一致性评价,高校","民营医院,医疗改革,医保目录",
688038.SH,中科通达,"安防,网络安全,人工智能","智慧政务,智慧城市,华为","融资融券,转融券标的"
834599.BJ,同力股份,,,
603519.SH,立霸股份,"第三代半导体,家用电器,集成电路,碳化硅",,半年报预增
002941.SZ,新疆交建,"基建工程,ETC,水利","新型城镇化,地方国资改革,PPP,一带一路,土地流转","富时罗素,富时罗素股,深股通"
300685.SZ,艾德生物,"医疗器械,体外诊断,抗肿瘤,抗癌,分子诊断,基因测序","新冠检测,专精特新","养老金持股,送转填权,富时罗素股,深股通,富时罗素"
002099.SZ,海翔药业,"创新药,兽药,生物疫苗,生物医药,仿制药一致性评价,肝炎,染料",医疗改革,"融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
300250.SZ,初灵信息,"富媒体,智能家居,F5G,物联网,WiFi 6,网络安全,边缘计算,大数据,5G,云办公,人工智能,网络游戏","数字经济,方舱医院,东数西算（算力）,智慧党建,华为,鸿蒙,三网融合",
