股票代码,股票简称,概念名称,行业概念,事件概念,交易概念
600812.SH,华北制药,"生物疫苗,雄安新区,肝炎,眼科医疗,工业4.0,流感,证金持股,仿制药一致性评价,融资融券","生物疫苗,仿制药一致性评价,眼科医疗,肝炎","工业4.0,流感","证金持股,融资融券"
300916.SZ,朗特智能,"无线耳机,充电桩,送转填权,露营经济,新能源汽车,新型烟草,融资融券,比亚迪,汽车电子,医疗器械","无线耳机,充电桩,新型烟草,新能源汽车,汽车电子,医疗器械","比亚迪,露营经济","送转填权,融资融券"
300846.SZ,首都在线,"快手,专精特新,虚拟数字人,深股通,云计算,边缘计算,数据中心,东数西算（算力）","虚拟数字人,云计算,边缘计算,数据中心","东数西算（算力）,专精特新,快手",深股通
002516.SZ,旷达科技,"芯片,光伏,汽车电子,5G","芯片,5G,汽车电子,光伏",,
300137.SZ,先河环保,"PM2.5,区块链,水利,碳中和,雄安新区,节能环保,碳交易,乡村振兴,污水处理,冬奥会","PM2.5,区块链,水利,节能环保,污水处理","乡村振兴,冬奥会,碳中和,碳交易",
002065.SZ,东华软件,"大数据,区块链,互联网医疗,MSCI,华为欧拉,传感器,华为鲲鹏,数字乡村,深股通,融资融券,元宇宙,雄安新区,智能医疗,网络安全,冬奥会,人脸识别,参股保险,跨境支付（CIPS）,智慧城市,腾讯,无人驾驶,标普道琼斯A股,人工智能,方舱医院,水利,虚拟现实,华为,互联网金融,军民融合,云计算,DRG/DIP,国产软件,数据中心,车联网","大数据,区块链,水利,元宇宙,人脸识别,跨境支付（CIPS）,智能医疗,虚拟现实,互联网金融,互联网医疗,网络安全,传感器,云计算,DRG/DIP,无人驾驶,数据中心,车联网,人工智能","华为,军民融合,华为欧拉,数字乡村,智慧城市,国产软件,腾讯,华为鲲鹏,冬奥会,方舱医院","参股保险,MSCI,深股通,融资融券,标普道琼斯A股"
000702.SZ,正虹科技,"猪肉,参股券商,阿里巴巴",猪肉,阿里巴巴,参股券商
600351.SH,亚宝药业,"三胎,幽门螺杆菌,流感,仿制药一致性评价,新冠治疗,融资融券,生物医药","幽门螺杆菌,仿制药一致性评价,生物医药","流感,新冠治疗,三胎",融资融券
838924.BJ,广脉科技,"5G,新股与次新股",5G,,新股与次新股
600699.SH,均胜电子,"沪股通,充电桩,无线充电,车联网,华为,特斯拉,MSCI,机器人,标普道琼斯A股,新能源汽车,汽车热管理,无人驾驶,融资融券,EDR,比亚迪,汽车电子,高压快充","充电桩,无线充电,机器人,汽车热管理,无人驾驶,新能源汽车,EDR,车联网,汽车电子,高压快充","比亚迪,华为,特斯拉","标普道琼斯A股,MSCI,沪股通,融资融券"
603889.SH,新澳股份,"人民币贬值受益,长三角一体化",,,人民币贬值受益
600229.SH,城市传媒,"虚拟现实,独角兽,网络直播,在线教育,融资融券,文化传媒","文化传媒,虚拟现实,在线教育,网络直播",,"独角兽,融资融券"
000528.SZ,柳工,"高端装备,机器人,深股通,一带一路,农机,融资融券,标普道琼斯A股","农机,高端装备,机器人",一带一路,"标普道琼斯A股,深股通,融资融券"
603588.SH,高能环境,"沪股通,金属回收,医疗废物处理,节能环保,标普道琼斯A股,PPP,固废处理,生物质能发电,一带一路,污水处理,融资融券,土壤修复","金属回收,医疗废物处理,节能环保,固废处理,生物质能发电,污水处理,土壤修复","一带一路,PPP","标普道琼斯A股,沪股通,融资融券"
000593.SZ,德龙汇能,"地下管网,青蒿素,信托,天然气,储能","天然气,储能,地下管网,青蒿素",,信托
600089.SH,特变电工,"半年报预增,MSCI,特高压,风电,融资融券,黄金,光伏,智能电网,雄安新区,储能,柔性直流输电,充电桩,碳纤维,一带一路,标普道琼斯A股,煤炭,沪股通,超超临界发电,新疆振兴,工业4.0,硅能源","黄金,充电桩,光伏,柔性直流输电,智能电网,超超临界发电,碳纤维,特高压,风电,煤炭,储能,硅能源","工业4.0,一带一路","沪股通,半年报预增,MSCI,融资融券,标普道琼斯A股"
600238.SH,海南椰岛,"免税店,养老,电子商务,互联网彩票,跨境电商,海南自贸区,白酒","免税店,电子商务,养老,互联网彩票,跨境电商,白酒",,
300436.SZ,广生堂,"新冠检测,肝炎,仿制药一致性评价,新冠治疗,辅助生殖,生物医药","辅助生殖,仿制药一致性评价,生物医药,肝炎","新冠检测,新冠治疗",
300279.SZ,和晶科技,"创业板重组松绑,5G,小米,蚂蚁金服,特斯拉,智能家居,独角兽,三胎,创投,在线教育,智慧城市,腾讯,托育服务,阿里巴巴,物联网,宁德时代","5G,智能家居,在线教育,物联网,托育服务","小米,蚂蚁金服,特斯拉,三胎,智慧城市,腾讯,阿里巴巴,宁德时代","创业板重组松绑,独角兽,创投"
300898.SZ,熊猫乳品,"乳业,融资融券",乳业,,融资融券
688177.SH,百奥泰,"新冠治疗,生物医药,融资融券",生物医药,新冠治疗,融资融券
600192.SH,长城电工,"充电桩,光伏,智能电网,军工,核电,燃料电池,风电","充电桩,光伏,智能电网,核电,燃料电池,风电",军工,
603777.SH,来伊份,"举牌,电子商务,社区团购,新零售,白酒,智能物流","白酒,电子商务,智能物流","新零售,社区团购",
601928.SH,凤凰传媒,"大数据,网络游戏,职业教育,虚拟现实,蚂蚁金服,融资融券,在线教育,手机游戏,云计算,数据中心,文化传媒","大数据,虚拟现实,职业教育,手机游戏,数据中心,云计算,在线教育,网络游戏,文化传媒",蚂蚁金服,融资融券
688278.SH,特宝生物,"融资融券,肝炎",肝炎,,融资融券
002677.SZ,浙江美大,"标普道琼斯A股,长三角一体化,深股通,家用电器",家用电器,,"标普道琼斯A股,深股通"
300234.SZ,开尔新材,"碳中和,节能环保,专精特新,碳交易,燃料电池,氢能源,新材料","氢能源,燃料电池,新材料,节能环保","专精特新,碳中和,碳交易",
300188.SZ,美亚柏科,"大数据,区块链,军工,电子身份证,深股通,融资融券,EDR,国资云,知识产权保护,网络安全,机器人,疫情监测,人脸识别,央企国资改革,智慧城市,阿里巴巴,东数西算（算力）,国产操作系统,人工智能,数字经济,华为,无人机,云计算,国产软件,数字货币,数据中心,数据安全","大数据,区块链,人脸识别,无人机,知识产权保护,网络安全,机器人,云计算,数字货币,数据中心,EDR,数据安全,人工智能","军工,数字经济,疫情监测,华为,国资云,央企国资改革,电子身份证,智慧城市,国产软件,阿里巴巴,东数西算（算力）,国产操作系统","深股通,融资融券"
000735.SZ,罗牛山,"统一大市场,金改,猪肉,土地流转,冷链物流,职业教育,动物疫苗,乡村振兴,参股新三板,深股通,海南自贸区,融资融券,标普道琼斯A股,养鸡,赛马,生态农业","猪肉,冷链物流,职业教育,动物疫苗,养鸡,赛马,生态农业","乡村振兴,金改,土地流转,统一大市场","标普道琼斯A股,参股新三板,深股通,融资融券"
300810.SZ,中科海讯,"专精特新,军工,海工装备",海工装备,"专精特新,军工",
603012.SH,创力集团,"高端装备,工业4.0,融资融券,新能源汽车,长三角一体化","高端装备,新能源汽车",工业4.0,融资融券
600797.SH,浙大网新,"大数据,共同富裕示范区,区块链,半年报预增,蚂蚁金服,互联网医疗,央企国资改革,虚拟电厂,融资融券,智慧城市,云计算,国产软件,阿里巴巴,数据中心,股权转让,国产操作系统,人工智能","大数据,区块链,互联网医疗,虚拟电厂,云计算,数据中心,人工智能","蚂蚁金服,央企国资改革,智慧城市,国产软件,阿里巴巴,国产操作系统","股权转让,半年报预增,融资融券"
603901.SH,永创智能,"工业4.0,机器人",机器人,工业4.0,
605028.SH,世茂能源,"固废处理,光伏,绿色电力","固废处理,光伏,绿色电力",,
688058.SH,宝兰德,"大数据,专精特新,华为,华为欧拉,华为鲲鹏,国产软件,融资融券",大数据,"华为,专精特新,华为欧拉,华为鲲鹏,国产软件",融资融券
600755.SH,厦门国贸,"统一大市场,沪股通,期货,中俄贸易,海峡两岸,参股银行,参股券商,融资融券,标普道琼斯A股,福建自贸区",,"统一大市场,海峡两岸","沪股通,期货,参股银行,参股券商,融资融券,标普道琼斯A股"
603196.SH,日播时尚,"新零售,虚拟数字人,电子商务,网络直播","虚拟数字人,电子商务,网络直播",新零售,
600941.SH,中国移动,"沪股通,5G,央企国资改革,核准制次新股,新股与次新股",5G,央企国资改革,"沪股通,核准制次新股,新股与次新股"
001215.SZ,千味央厨,预制菜,预制菜,,
600198.SH,大唐电信,"5G,智能穿戴,央企国资改革,移动支付,摘帽,芯片,创投,手机游戏,智慧城市,云计算,卫星导航,物联网,车联网,集成电路","集成电路,5G,智能穿戴,移动支付,芯片,手机游戏,云计算,物联网,车联网,卫星导航","智慧城市,央企国资改革","摘帽,创投"
688399.SH,硕世生物,"沪股通,新冠检测,猴痘,专精特新,流感,融资融券,医疗器械,方舱医院",医疗器械,"新冠检测,猴痘,专精特新,流感,方舱医院","沪股通,融资融券"
000937.SZ,冀中能源,"半年报预增,雄安新区,MSCI,标普道琼斯A股,深股通,融资融券,煤炭,煤化工","煤炭,煤化工",,"半年报预增,MSCI,深股通,融资融券,标普道琼斯A股"
002999.SZ,天禾股份,"化肥,数字乡村,乡村振兴,农业种植","化肥,农业种植","乡村振兴,数字乡村",
688225.SH,亚信安全,"科创次新股,网络安全,融资融券,数据安全,新股与次新股","数据安全,网络安全",,"新股与次新股,科创次新股,融资融券"
600084.SH,中葡股份,"举牌,农业种植,摘帽,乡村振兴,新疆振兴,白酒","白酒,农业种植",乡村振兴,摘帽
600025.SH,华能水电,"沪股通,同花顺漂亮100,央企国资改革,绿色电力,风电,融资融券,标普道琼斯A股","绿色电力,风电",央企国资改革,"标普道琼斯A股,沪股通,融资融券"
688121.SH,卓然股份,融资融券,,,融资融券
603167.SH,渤海轮渡,"跨境电商,航运,中韩自贸区,融资融券","跨境电商,航运",,融资融券
300030.SZ,阳普医疗,"创业板重组松绑,新冠检测,智能医疗,细胞免疫治疗,互联网医疗,PPP,横琴新区,口罩,家庭医生,医疗器械","智能医疗,细胞免疫治疗,互联网医疗,口罩,家庭医生,医疗器械","新冠检测,PPP",创业板重组松绑
603179.SH,新泉股份,"特斯拉,新能源汽车",新能源汽车,特斯拉,
002793.SZ,罗欣药业,"生物医药,幽门螺杆菌,流感,深股通,仿制药一致性评价,医疗器械,民营医院","幽门螺杆菌,医疗器械,仿制药一致性评价,生物医药","流感,民营医院",深股通
002443.SZ,金洲管道,"水利,地下管网,石墨烯,天然气,新型城镇化","石墨烯,天然气,地下管网,水利",新型城镇化,
300878.SZ,维康药业,"融资融券,送转填权,新冠治疗,肝炎",肝炎,新冠治疗,"送转填权,融资融券"
300016.SZ,北陆药业,"基因测序,专精特新,独角兽,仿制药一致性评价,生物医药","生物医药,仿制药一致性评价,基因测序",专精特新,独角兽
301302.SZ,华如科技,"元宇宙,军工,虚拟现实,国产软件,融资融券,人工智能,新股与次新股,注册制次新股","虚拟现实,人工智能,元宇宙","军工,国产软件","新股与次新股,注册制次新股,融资融券"
835508.BJ,殷图网联,智能电网,智能电网,,
002187.SZ,广百股份,"农村电商,电子商务,创投,网络直播,新零售,粤港澳大湾区","电子商务,网络直播","新零售,农村电商",创投
833943.BJ,优机股份,新股与次新股,,,新股与次新股
600510.SH,黑牡丹,"沪股通,超级电容,金改,参股保险,OLED,PPP,融资融券,创投,装配式建筑,数据中心,智能交通,新型城镇化","超级电容,OLED,装配式建筑,数据中心,智能交通","金改,新型城镇化,PPP","沪股通,创投,参股保险,融资融券"
600123.SH,兰花科创,"半年报预增,稀缺资源,标普道琼斯A股,融资融券,煤炭,煤化工","煤炭,煤化工",稀缺资源,"标普道琼斯A股,半年报预增,融资融券"
688662.SH,富信科技,"集成电路,5G,融资融券","5G,集成电路",,融资融券
300675.SZ,建科院,"创业板重组松绑,区块链,碳中和,雄安新区,粤港澳大湾区,职业教育,深圳国资改革,虚拟电厂,光伏建筑一体化,建筑节能,智慧城市,装配式建筑,国产操作系统,新型城镇化","区块链,职业教育,建筑节能,光伏建筑一体化,虚拟电厂,装配式建筑","国产操作系统,智慧城市,碳中和,新型城镇化",创业板重组松绑
300334.SZ,津膜科技,"创业板重组松绑,净水,雄安新区,垃圾分类,节能环保,京津冀一体化,央企国资改革,PPP,污水处理,股权转让","净水,污水处理,垃圾分类,节能环保","央企国资改革,PPP","创业板重组松绑,股权转让"
002609.SZ,捷顺科技,"充电桩,人工智能,疫情监测,蚂蚁金服,深股通,智慧城市,物联网,智能交通,分拆上市意愿","充电桩,人工智能,智能交通,物联网","智慧城市,疫情监测,蚂蚁金服","深股通,分拆上市意愿"
001872.SZ,招商港口,"央企国资改革,深股通,一带一路,融资融券,标普道琼斯A股,粤港澳大湾区",,"一带一路,央企国资改革","标普道琼斯A股,深股通,融资融券"
002139.SZ,拓邦股份,"无线耳机,锂电池,无线充电,人工智能,人民币贬值受益,钠离子电池,智能家居,机器人,深股通,机器视觉,空气能热泵,阿里巴巴,安防,物联网,储能","无线耳机,锂电池,无线充电,人工智能,钠离子电池,智能家居,机器人,机器视觉,空气能热泵,物联网,安防,储能",阿里巴巴,"人民币贬值受益,深股通"
003010.SZ,若羽臣,"抖音,数字经济,虚拟现实,虚拟数字人,电子商务,网络直播,拼多多,社区团购,新零售,阿里巴巴","虚拟现实,虚拟数字人,电子商务,网络直播","抖音,数字经济,拼多多,社区团购,新零售,阿里巴巴",
002853.SZ,皮阿诺,"电子商务,智能家居,C2M,物联网,恒大,粤港澳大湾区,网红经济","物联网,电子商务,智能家居,C2M","恒大,网红经济",
688393.SH,安必平,"融资融券,新冠检测,肝炎",肝炎,新冠检测,融资融券
603080.SH,新疆火炬,"标普道琼斯A股,天然气,俄乌冲突,新疆振兴",天然气,俄乌冲突,标普道琼斯A股
301011.SZ,华立科技,"电子竞技,虚拟现实,元宇宙,融资融券","电子竞技,虚拟现实,元宇宙",,融资融券
